Country;Continent;Rank;Title;Artists;Album;Explicit;Duration
Costa Rica;North America;31;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;178
Costa Rica;North America;32;El Efecto;Rauw Alejandro, Chencho Corleone;El Efecto;0;217
Costa Rica;North America;33;LA CANCIÓN;J Balvin, Bad Bunny;OASIS;0;242
Costa Rica;North America;34;Bajo La Mesa;Morat, Sebastian Yatra;Bajo La Mesa;0;157
Costa Rica;North America;35;Negro;J Balvin;Colores;0;182
Costa Rica;North America;36;Blanco;J Balvin;Colores;0;145
Costa Rica;North America;37;Si Te Vas;Sech, Ozuna;1 of 1;0;204
Costa Rica;North America;38;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
Costa Rica;North America;39;THE SCOTTS;THE SCOTTS, Travis Scott, Kid Cudi;THE SCOTTS;1;165
Costa Rica;North America;40;La Santa;Bad Bunny, Daddy Yankee;YHLQMDLG;1;206
Costa Rica;North America;41;El Efecto - Remix;Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex;El Efecto (Remix);1;289
Costa Rica;North America;42;Mejor;Dalex, Sech;Modo Avión;1;201
Costa Rica;North America;43;SICKO MODE;Travis Scott;ASTROWORLD;1;312
Costa Rica;North America;44;China;Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;China;0;301
Costa Rica;North America;45;Tutu;Camilo, Pedro Capó;Por Primera Vez;0;179
Costa Rica;North America;46;CÓMO SE SIENTE - Remix;Jhay Cortez, Bad Bunny;CÓMO SE SIENTE (Remix);1;227
Costa Rica;North America;47;goosebumps;Travis Scott;Birds In The Trap Sing McKnight;1;243
Costa Rica;North America;48;A Tu Merced;Bad Bunny;YHLQMDLG;0;175
Costa Rica;North America;49;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;196
Costa Rica;North America;50;CANCIÓN CON YANDEL;Yandel, Bad Bunny;LAS QUE NO IBAN A SALIR;1;209
Czech Republic;Europe;1;Blinding Lights;The Weeknd;After Hours;0;200
Czech Republic;Europe;2;Roses - Imanbek Remix;SAINt JHN, Imanbek;Roses (Imanbek Remix);1;176
Czech Republic;Europe;3;GOOBA;6ix9ine;GOOBA;1;132
Czech Republic;Europe;4;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;209
Czech Republic;Europe;5;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
Czech Republic;Europe;6;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
Czech Republic;Europe;7;ROCKSTAR (feat. Roddy Ricch);DaBaby, Roddy Ricch;BLAME IT ON BABY;1;181
Czech Republic;Europe;8;THE SCOTTS;THE SCOTTS, Travis Scott, Kid Cudi;THE SCOTTS;1;165
Czech Republic;Europe;9;A na m?síc;Viktor Sheen, Nik Tendo, Calin, Hasan;?ernobílej sv?t;1;208
Czech Republic;Europe;10;Jsme jenom fakani;CA$HANOVA BULHAR;rap disco revoluce;1;268
Czech Republic;Europe;11;Hadi;CA$HANOVA BULHAR;rap disco revoluce;1;233
Czech Republic;Europe;12;Oblivion;Viktor Sheen, Nik Tendo;Oblivion;1;169
Czech Republic;Europe;13;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;182
Czech Republic;Europe;14;Don't Start Now;Dua Lipa;Future Nostalgia;0;183
Czech Republic;Europe;15;Není Limit;Nik Tendo;RESTART;0;120
Czech Republic;Europe;16;Ride It;Regard;Ride It;0;157
Czech Republic;Europe;17;Toosie Slide;Drake;Dark Lane Demo Tapes;1;247
Czech Republic;Europe;18;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;196
Czech Republic;Europe;19;Do p?ti;Ektor;Do p?ti;1;200
Czech Republic;Europe;20;Boss Bitch;Doja Cat;Boss Bitch;0;134
Czech Republic;Europe;21;Sex Disco Revoluce;CA$HANOVA BULHAR;rap disco revoluce;1;199
Czech Republic;Europe;22;Breaking Me;Topic, A7S;Breaking Me;0;166
Czech Republic;Europe;23;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;162
Czech Republic;Europe;24;Hraje Si Na Co;Nik Tendo, Viktor Sheen;RESTART;1;144
Czech Republic;Europe;25;Falling;Trevor Daniel;Nicotine;0;159
Czech Republic;Europe;26;Supalonely;BENEE, Gus Dapperton;STELLA & STEVE;1;223
Czech Republic;Europe;27;Señorita;Shawn Mendes, Camila Cabello;Shawn Mendes (Deluxe);0;190
Czech Republic;Europe;28;LALALA;Grey, Psycho Rhyme;LALALA;1;146
Czech Republic;Europe;29;Svaz ceskych bohemu;Wohnout;Nasim klientum;0;256
Czech Republic;Europe;30;ily (i love you baby) (feat. Emilee);Surf Mesa, Emilee;ily (i love you baby) (feat. Emilee);0;176
Czech Republic;Europe;31;Stuck with U (with Justin Bieber);Ariana Grande, Justin Bieber;Stuck with U;0;228
Czech Republic;Europe;32;Godzilla (feat. Juice WRLD);Eminem, Juice WRLD;Music To Be Murdered By;1;210
Czech Republic;Europe;33;Sbohem;Nik Tendo;RESTART;0;126
Czech Republic;Europe;34;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;215
Czech Republic;Europe;35;Sunday Best;Surfaces;Where the Light Is;0;158
Czech Republic;Europe;36;Kings & Queens;Ava Max;Kings & Queens;0;162
Czech Republic;Europe;37;Totti;CA$HANOVA BULHAR;rap disco revoluce;1;183
Czech Republic;Europe;38;Circles;Post Malone;Hollywood's Bleeding;0;215
Czech Republic;Europe;39;goosebumps;Travis Scott;Birds In The Trap Sing McKnight;1;243
Czech Republic;Europe;40;ROXANNE;Arizona Zervas;ROXANNE;1;163
Czech Republic;Europe;41;Zrovna jí to najelo;CA$HANOVA BULHAR, Labello;TIMBERLAKETRAPPED;1;161
Czech Republic;Europe;42;Break My Heart;Dua Lipa;Future Nostalgia;0;221
Czech Republic;Europe;43;HIGHEST IN THE ROOM;Travis Scott;HIGHEST IN THE ROOM;1;175
Czech Republic;Europe;44;Hranice;Ektor;Hranice;1;129
Czech Republic;Europe;45;bad guy;Billie Eilish;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;0;194
Czech Republic;Europe;46;RnB King;CA$HANOVA BULHAR;rap disco revoluce;1;291
Czech Republic;Europe;47;SICKO MODE;Travis Scott;ASTROWORLD;1;312
Czech Republic;Europe;48;Be Kind (with Halsey);Marshmello, Halsey;Be Kind (with Halsey);0;172
Czech Republic;Europe;49;Kytky z pumpy;Renne Dang;Kytky z pumpy;0;187
Czech Republic;Europe;50;Watermelon Sugar;Harry Styles;Fine Line;0;174
Denmark;Europe;1;ROCKSTAR (feat. Roddy Ricch);DaBaby, Roddy Ricch;BLAME IT ON BABY;1;181
Denmark;Europe;2;Tilbage (feat. Hennedub);KESI, Hennedub;Tilbage (feat. Hennedub);0;183
Denmark;Europe;3;KIKI (feat. Gilli);LOLO, Gilli;KIKI (feat. Gilli);1;172
Denmark;Europe;4;Blinding Lights;The Weeknd;After Hours;0;200
Denmark;Europe;5;Avatar;NODE, Larry 44;Avatar;1;156
Denmark;Europe;6;SPORT;TopGunn, Branco;SAS;0;162
Denmark;Europe;7;GOOBA;6ix9ine;GOOBA;1;132
Denmark;Europe;8;Sol Over København (feat. KESI);Citybois, KESI;BOIS FOREVER;0;185
Denmark;Europe;9;Roses - Imanbek Remix;SAINt JHN, Imanbek;Roses (Imanbek Remix);1;176
Denmark;Europe;10;Tættere End Vi Tror;P3, Tessa, Christopher, Lukas Graham, Jada, Benjamin Hav, Clara, Don Stefano, Mads Langer;Tættere End Vi Tror;0;271
Denmark;Europe;11;Glo På Mig;Tessa;Glo På Mig;1;161
Denmark;Europe;12;Toosie Slide;Drake;Dark Lane Demo Tapes;1;247
Denmark;Europe;13;Klovne;RH;Klovne;0;133
Denmark;Europe;14;Rover (feat. DTG);S1mba, DTG;Rover (feat. DTG);1;167
Denmark;Europe;15;LA DANZA;Branco, Gilli;EURO CONNECTION;1;185
Denmark;Europe;16;In Your Eyes;The Weeknd;After Hours;1;237
Denmark;Europe;17;Nudes;Jada;Nudes;1;198
Denmark;Europe;18;THE SCOTTS;THE SCOTTS, Travis Scott, Kid Cudi;THE SCOTTS;1;165
Denmark;Europe;19;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
Denmark;Europe;20;WHIP WHOP;I$WAAL;WHIP WHOP;1;211
Denmark;Europe;21;Min Bror (Josef Og Elias X ICEKIID);Josef Og Elias, ICEKIID;Min Bror (Josef Og Elias X ICEKIID);1;166
Denmark;Europe;22;Stuck with U (with Justin Bieber);Ariana Grande, Justin Bieber;Stuck with U;0;228
Denmark;Europe;23;Gonzo;Suspekt;Sindssyge Ting;1;172
Denmark;Europe;24;NO SKRUB$;TopGunn, Medina;SAS;0;162
Denmark;Europe;25;Blitz, Baby;Jung;Blitz;0;197
Denmark;Europe;26;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;162
Denmark;Europe;27;Så'n der;Tessa;Så'n der;1;155
Denmark;Europe;28;Ben;Tessa;Ben;1;176
Denmark;Europe;29;Gelato;Benny Jamz;Gelato;0;179
Denmark;Europe;30;Intentions (feat. Quavo);Justin Bieber, Quavo;Changes;0;212
Denmark;Europe;31;Smid Tøjet;Jimilian;Smid Tøjet;1;167
Denmark;Europe;32;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
Denmark;Europe;33;ily (i love you baby) (feat. Emilee);Surf Mesa, Emilee;ily (i love you baby) (feat. Emilee);0;176
Denmark;Europe;34;Burnout;Calby;Burnout;0;197
Denmark;Europe;35;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;209
Denmark;Europe;36;Don't Start Now;Dua Lipa;Future Nostalgia;0;183
Denmark;Europe;37;Hangover;Ude Af Kontrol;Hangover;1;139
Denmark;Europe;38;Supalonely;BENEE, Gus Dapperton;STELLA & STEVE;1;223
Denmark;Europe;39;PUB G (feat. Branco & Larry 44);LOLO, Branco, Larry 44;PUB G (feat. Branco & Larry 44);1;159
Denmark;Europe;40;Someone You Loved;Lewis Capaldi;Divinely Uninspired To A Hellish Extent;0;182
Denmark;Europe;41;Before You Go;Lewis Capaldi;Divinely Uninspired To A Hellish Extent (Extended Edition);0;215
Denmark;Europe;42;Party Girl;StaySolidRocky;Party Girl;0;147
Denmark;Europe;43;Breaking Me;Topic, A7S;Breaking Me;0;166
Denmark;Europe;44;Salt;Ava Max;Salt;0;180
Denmark;Europe;45;Ghost;Christopher;Ghost;0;193
Denmark;Europe;46;Say So;Doja Cat;Hot Pink;1;237
Denmark;Europe;47;Gutterne;Specktors, Nonsens;4 LIFE;0;148
Denmark;Europe;48;Break My Heart;Dua Lipa;Future Nostalgia;0;221
Denmark;Europe;49;Slip Away;Phlake, Mercedes the Virus;The Illegal Download Of Your Soul;0;195
Denmark;Europe;50;Kærlighed Gør Blind;Citybois;BOIS FOREVER;0;188
Dominican Republic;North America;1;Safaera;Bad Bunny, Jowell & Randy, Nengo Flow;YHLQMDLG;1;295
Dominican Republic;North America;2;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;172
Dominican Republic;North America;3;CÓMO SE SIENTE - Remix;Jhay Cortez, Bad Bunny;CÓMO SE SIENTE (Remix);1;227
Dominican Republic;North America;4;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;178
Dominican Republic;North America;5;Tattoo;Rauw Alejandro;Tattoo;0;202
Dominican Republic;North America;6;Ignorantes;Bad Bunny, Sech;YHLQMDLG;1;210
Dominican Republic;North America;7;Elegí (feat. Dímelo Flow);Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow;Elegí (feat. Dímelo Flow);0;197
Dominican Republic;North America;8;Relación;Sech;1 of 1;0;184
Dominican Republic;North America;9;La Difícil;Bad Bunny;YHLQMDLG;1;163
Dominican Republic;North America;10;Diosa;Myke Towers;Easy Money Baby;1;214
Dominican Republic;North America;11;Hola - Remix;Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow;Hola (Remix);0;249
Dominican Republic;North America;12;Rojo;J Balvin;Colores;0;150
Dominican Republic;North America;13;La Santa;Bad Bunny, Daddy Yankee;YHLQMDLG;1;206
Dominican Republic;North America;14;Favorito;Camilo;Por Primera Vez;0;209
Dominican Republic;North America;15;CANCIÓN CON YANDEL;Yandel, Bad Bunny;LAS QUE NO IBAN A SALIR;1;209
Dominican Republic;North America;16;PAM;Justin Quiles, Daddy Yankee, El Alfa;PAM;1;201
Dominican Republic;North America;17;Vete;Bad Bunny;YHLQMDLG;1;192
Dominican Republic;North America;18;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;170
Dominican Republic;North America;19;MÁS DE UNA CITA;Bad Bunny, Zion & Lennox;LAS QUE NO IBAN A SALIR;1;183
Dominican Republic;North America;20;BENDICIONES;Bad Bunny;LAS QUE NO IBAN A SALIR;0;155
Dominican Republic;North America;21;A Correr los Lakers;El Alfa;El Androide;0;176
Dominican Republic;North America;22;PA' ROMPERLA;Bad Bunny, Don Omar;LAS QUE NO IBAN A SALIR;1;194
Dominican Republic;North America;23;Fantasias;Rauw Alejandro, Farruko;Fantasias;0;199
Dominican Republic;North America;24;Un Dia Si;El Alfa, Farruko, Myke Towers;El Androide;0;164
Dominican Republic;North America;25;Sigues Con El;Dímelo Flow, Arcangel, Sech;Sigues Con El;0;226
Dominican Republic;North America;26;BAD CON NICKY;Bad Bunny, Nicky Jam;LAS QUE NO IBAN A SALIR;1;202
Dominican Republic;North America;27;Sigues Con El - Remix;Arcangel, Sech, Romeo Santos;Sigues Con El (Remix);0;189
Dominican Republic;North America;28;Tusa;KAROL G, Nicki Minaj;Tusa;0;200
Dominican Republic;North America;29;RONCA FREESTYLE;Bad Bunny;LAS QUE NO IBAN A SALIR;1;150
Dominican Republic;North America;30;Besalo;El Alfa, Rauw Alejandro;El Androide;0;163
Dominican Republic;North America;31;Loco - Remix;Farruko, Beéle, Natti Natasha, Manuel Turizo;Loco (Remix);0;248
Dominican Republic;North America;32;Medusa;Jhay Cortez, Anuel AA, J Balvin;Medusa;1;305
Dominican Republic;North America;33;No Me Conoce - Remix;Jhay Cortez, J Balvin, Bad Bunny;Famouz;0;309
Dominican Republic;North America;34;PORFA;Feid, Justin Quiles;FERXXO (VOL 1: M.O.R);0;232
Dominican Republic;North America;35;LA CANCIÓN;J Balvin, Bad Bunny;OASIS;0;242
Dominican Republic;North America;36;Adicto (with Anuel AA & Ozuna);Tainy, Anuel AA, Ozuna;Adicto (with Anuel AA & Ozuna);0;270
Dominican Republic;North America;37;Bellaquita - Remix;Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles;Modo Avión;1;304
Dominican Republic;North America;38;Confía;Sech, Daddy Yankee;1 of 1;0;202
Dominican Republic;North America;39;A Tu Merced;Bad Bunny;YHLQMDLG;0;175
Dominican Republic;North America;40;Girl;Myke Towers;Easy Money Baby;1;186
Dominican Republic;North America;41;25-ago;Bad Bunny;YHLQMDLG;0;243
Dominican Republic;North America;42;Singapur;El Alfa, Chael Produciendo;El Androide;0;178
Dominican Republic;North America;43;Si Te Vas;Sech, Ozuna;1 of 1;0;204
Dominican Republic;North America;44;Follow;KAROL G, Anuel AA;Follow;0;203
Dominican Republic;North America;45;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
Dominican Republic;North America;46;Keii;Anuel AA;Keii;0;210
Dominican Republic;North America;47;Blinding Lights;The Weeknd;After Hours;0;200
Dominican Republic;North America;48;Toosie Slide;Drake;Dark Lane Demo Tapes;1;247
Dominican Republic;North America;49;SI ELLA SALE;Bad Bunny;LAS QUE NO IBAN A SALIR;0;143
Dominican Republic;North America;50;Hablamos Nunca;El Alfa, Bethoven Villaman, El Fother, Kiko el Crazy;El Androide;0;200
Ecuador;South America;1;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;172
Ecuador;South America;2;Safaera;Bad Bunny, Jowell & Randy, Nengo Flow;YHLQMDLG;1;295
Ecuador;South America;3;Rojo;J Balvin;Colores;0;150
Ecuador;South America;4;Favorito;Camilo;Por Primera Vez;0;209
Ecuador;South America;5;PORFA;Feid, Justin Quiles;FERXXO (VOL 1: M.O.R);0;232
Ecuador;South America;6;Blinding Lights;The Weeknd;After Hours;0;200
Ecuador;South America;7;Elegí (feat. Dímelo Flow);Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow;Elegí (feat. Dímelo Flow);0;197
Ecuador;South America;8;Relación;Sech;1 of 1;0;184
Ecuador;South America;9;Tattoo;Rauw Alejandro;Tattoo;0;202
Ecuador;South America;10;Morado;J Balvin;Colores;0;200
Ecuador;South America;11;Amarillo;J Balvin;Colores;0;157
Ecuador;South America;12;Bajo La Mesa;Morat, Sebastian Yatra;Bajo La Mesa;0;157
Ecuador;South America;13;Tusa;KAROL G, Nicki Minaj;Tusa;0;200
Ecuador;South America;14;Hola - Remix;Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow;Hola (Remix);0;249
Ecuador;South America;15;Ignorantes;Bad Bunny, Sech;YHLQMDLG;1;210
Ecuador;South America;16;Jangueo;Alex Rose, Rafa Pabön;LOST;0;259
Ecuador;South America;17;La Difícil;Bad Bunny;YHLQMDLG;1;163
Ecuador;South America;18;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;170
Ecuador;South America;19;Diosa;Myke Towers;Easy Money Baby;1;214
Ecuador;South America;20;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;178
Ecuador;South America;21;Sigues Con El;Dímelo Flow, Arcangel, Sech;Sigues Con El;0;226
Ecuador;South America;22;Azul;J Balvin;Colores;0;205
Ecuador;South America;23;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;209
Ecuador;South America;24;Don't Start Now;Dua Lipa;Future Nostalgia;0;183
Ecuador;South America;25;Fantasias;Rauw Alejandro, Farruko;Fantasias;0;199
Ecuador;South America;26;No Me Conoce - Remix;Jhay Cortez, J Balvin, Bad Bunny;Famouz;0;309
Ecuador;South America;27;PA' ROMPERLA;Bad Bunny, Don Omar;LAS QUE NO IBAN A SALIR;1;194
Ecuador;South America;28;Sigues Con El - Remix;Arcangel, Sech, Romeo Santos;Sigues Con El (Remix);0;189
Ecuador;South America;29;Locura;Cali Y El Dandee, Sebastian Yatra;Colegio;0;209
Ecuador;South America;30;El Efecto;Rauw Alejandro, Chencho Corleone;El Efecto;0;217
Ecuador;South America;31;Por Primera Vez;Camilo, Evaluna Montaner;Por Primera Vez;0;182
Ecuador;South America;32;CÓMO SE SIENTE - Remix;Jhay Cortez, Bad Bunny;CÓMO SE SIENTE (Remix);1;227
Ecuador;South America;33;LA CANCIÓN;J Balvin, Bad Bunny;OASIS;0;242
Ecuador;South America;34;Los Besos;Greeicy;Los Besos;0;202
Ecuador;South America;35;CANCIÓN CON YANDEL;Yandel, Bad Bunny;LAS QUE NO IBAN A SALIR;1;209
Ecuador;South America;36;La Santa;Bad Bunny, Daddy Yankee;YHLQMDLG;1;206
Ecuador;South America;37;Vete;Bad Bunny;YHLQMDLG;1;192
Ecuador;South America;38;Roses - Imanbek Remix;SAINt JHN, Imanbek;Roses (Imanbek Remix);1;176
Ecuador;South America;39;Detente;Mike Bahía, Danny Ocean;Navegando;0;181
Ecuador;South America;40;A Tu Merced;Bad Bunny;YHLQMDLG;0;175
Ecuador;South America;41;Si Me Dices Que Sí;Reik, Farruko, Camilo;Si Me Dices Que Sí;0;211
Ecuador;South America;42;Tutu;Camilo, Pedro Capó;Por Primera Vez;0;179
Ecuador;South America;43;Blanco;J Balvin;Colores;0;145
Ecuador;South America;44;Callaita;Bad Bunny, Tainy;Callaita;1;250
Ecuador;South America;45;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
Ecuador;South America;46;Negro;J Balvin;Colores;0;182
Ecuador;South America;47;China;Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;China;0;301
Ecuador;South America;48;Quiéreme Mientras Se Pueda;Manuel Turizo;Quiéreme Mientras Se Pueda;0;191
Ecuador;South America;49;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
Ecuador;South America;50;ADMV;Maluma;ADMV;0;193
El Salvador;North America;1;Safaera;Bad Bunny, Jowell & Randy, Nengo Flow;YHLQMDLG;1;295
El Salvador;North America;2;Rojo;J Balvin;Colores;0;150
El Salvador;North America;3;Yo Perreo Sola;Bad Bunny;YHLQMDLG;0;172
El Salvador;North America;4;Favorito;Camilo;Por Primera Vez;0;209
El Salvador;North America;5;Tattoo;Rauw Alejandro;Tattoo;0;202
El Salvador;North America;6;Blinding Lights;The Weeknd;After Hours;0;200
El Salvador;North America;7;Hola - Remix;Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow;Hola (Remix);0;249
El Salvador;North America;8;BYE ME FUI;Bad Bunny;LAS QUE NO IBAN A SALIR;1;178
El Salvador;North America;9;La Difícil;Bad Bunny;YHLQMDLG;1;163
El Salvador;North America;10;Si Veo a Tu Mamá;Bad Bunny;YHLQMDLG;0;170
El Salvador;North America;11;Elegí (feat. Dímelo Flow);Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow;Elegí (feat. Dímelo Flow);0;197
El Salvador;North America;12;Ignorantes;Bad Bunny, Sech;YHLQMDLG;1;210
El Salvador;North America;13;Fantasias;Rauw Alejandro, Farruko;Fantasias;0;199
El Salvador;North America;14;La Santa;Bad Bunny, Daddy Yankee;YHLQMDLG;1;206
El Salvador;North America;15;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
El Salvador;North America;16;Sigues Con El;Dímelo Flow, Arcangel, Sech;Sigues Con El;0;226
El Salvador;North America;17;CANCIÓN CON YANDEL;Yandel, Bad Bunny;LAS QUE NO IBAN A SALIR;1;209
El Salvador;North America;18;Vete;Bad Bunny;YHLQMDLG;1;192
El Salvador;North America;19;CÓMO SE SIENTE - Remix;Jhay Cortez, Bad Bunny;CÓMO SE SIENTE (Remix);1;227
El Salvador;North America;20;Diosa;Myke Towers;Easy Money Baby;1;214
El Salvador;North America;21;No Me Conoce - Remix;Jhay Cortez, J Balvin, Bad Bunny;Famouz;0;309
El Salvador;North America;22;LA CANCIÓN;J Balvin, Bad Bunny;OASIS;0;242
El Salvador;North America;23;Tusa;KAROL G, Nicki Minaj;Tusa;0;200
El Salvador;North America;24;Morado;J Balvin;Colores;0;200
El Salvador;North America;25;Don't Start Now;Dua Lipa;Future Nostalgia;0;183
El Salvador;North America;26;PORFA;Feid, Justin Quiles;FERXXO (VOL 1: M.O.R);0;232
El Salvador;North America;27;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
El Salvador;North America;28;Pa' Olvidarme De Ella;Piso 21, Christian Nodal;Pa' Olvidarme De Ella;1;227
El Salvador;North America;29;Relación;Sech;1 of 1;0;184
El Salvador;North America;30;Amarillo;J Balvin;Colores;0;157
El Salvador;North America;31;Dance Monkey;Tones And I;Dance Monkey (Stripped Back) / Dance Monkey;0;209
El Salvador;North America;32;Jangueo;Alex Rose, Rafa Pabön;LOST;0;259
El Salvador;North America;33;PA' ROMPERLA;Bad Bunny, Don Omar;LAS QUE NO IBAN A SALIR;1;194
El Salvador;North America;34;Callaita;Bad Bunny, Tainy;Callaita;1;250
El Salvador;North America;35;El Efecto - Remix;Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex;El Efecto (Remix);1;289
El Salvador;North America;36;BAD CON NICKY;Bad Bunny, Nicky Jam;LAS QUE NO IBAN A SALIR;1;202
El Salvador;North America;37;A Tu Merced;Bad Bunny;YHLQMDLG;0;175
El Salvador;North America;38;MÁS DE UNA CITA;Bad Bunny, Zion & Lennox;LAS QUE NO IBAN A SALIR;1;183
El Salvador;North America;39;Bajo La Mesa;Morat, Sebastian Yatra;Bajo La Mesa;0;157
El Salvador;North America;40;Adicto (with Anuel AA & Ozuna);Tainy, Anuel AA, Ozuna;Adicto (with Anuel AA & Ozuna);0;270
El Salvador;North America;41;Sigues Con El - Remix;Arcangel, Sech, Romeo Santos;Sigues Con El (Remix);0;189
El Salvador;North America;42;Bellaquita - Remix;Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles;Modo Avión;1;304
El Salvador;North America;43;El Efecto;Rauw Alejandro, Chencho Corleone;El Efecto;0;217
El Salvador;North America;44;Por Primera Vez;Camilo, Evaluna Montaner;Por Primera Vez;0;182
El Salvador;North America;45;Qué Maldición;Banda MS de Sergio Lizárraga, Snoop Dogg;Qué Maldición;0;203
El Salvador;North America;46;Azul;J Balvin;Colores;0;205
El Salvador;North America;47;Tutu;Camilo, Pedro Capó;Por Primera Vez;0;179
El Salvador;North America;48;China;Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;China;0;301
El Salvador;North America;49;Quiéreme Mientras Se Pueda;Manuel Turizo;Quiéreme Mientras Se Pueda;0;191
El Salvador;North America;50;Quizas;Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion;The Academy;1;216
Estonia;Europe;1;Croissantid;Nublu;Croissantid;0;156
Estonia;Europe;2;Blinding Lights;The Weeknd;After Hours;0;200
Estonia;Europe;3;Roses - Imanbek Remix;SAINt JHN, Imanbek;Roses (Imanbek Remix);1;176
Estonia;Europe;4;Rain On Me (with Ariana Grande);Lady Gaga, Ariana Grande;Rain On Me (with Ariana Grande);0;182
Estonia;Europe;5;ROCKSTAR (feat. Roddy Ricch);DaBaby, Roddy Ricch;BLAME IT ON BABY;1;181
Estonia;Europe;6;Young Boy;NOËP;Young Boy;0;153
Estonia;Europe;7;GOOBA;6ix9ine;GOOBA;1;132
Estonia;Europe;8;Aluspükse;5MIINUST, Nublu;Aluspükse;0;210
Estonia;Europe;9;ily (i love you baby) (feat. Emilee);Surf Mesa, Emilee;ily (i love you baby) (feat. Emilee);0;176
Estonia;Europe;10;für Oksana;Nublu, gameboy tetris;für Oksana;0;194
Estonia;Europe;11;Paaristõuked;5MIINUST, Villemdrillem;Paaristõuked;0;213
Estonia;Europe;12;death bed (coffee for your head) (feat. beabadoobee);Powfu, beabadoobee;death bed (coffee for your head) (feat. beabadoobee);0;173
Estonia;Europe;13;Toosie Slide;Drake;Dark Lane Demo Tapes;1;247
Estonia;Europe;14;THE SCOTTS;THE SCOTTS, Travis Scott, Kid Cudi;THE SCOTTS;1;165
Estonia;Europe;15;In Your Eyes;The Weeknd;After Hours;1;237
Estonia;Europe;16;Breaking Me;Topic, A7S;Breaking Me;0;166
Estonia;Europe;17;Blueberry Faygo;Lil Mosey;Certified Hitmaker;1;162
Estonia;Europe;18;Supalonely;BENEE, Gus Dapperton;STELLA & STEVE;1;223
Estonia;Europe;19;Don't Start Now;Dua Lipa;Future Nostalgia;0;183
Estonia;Europe;20;Watermelon Sugar;Harry Styles;Fine Line;0;174
Estonia;Europe;21;The Box;Roddy Ricch;Please Excuse Me For Being Antisocial;1;196
Estonia;Europe;22;Break My Heart;Dua Lipa;Future Nostalgia;0;221
Estonia;Europe;23;Boss Bitch;Doja Cat;Boss Bitch;0;134
Estonia;Europe;24;Stuck with U (with Justin Bieber);Ariana Grande, Justin Bieber;Stuck with U;0;228
